Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Lite NAME_13091_TVU XPS,Cosmetics,Plastic bottle (HDPE),No,Contains bamboo and adhesives,6.040803775283366,172,19.109,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_13092_P9Z MVT,Electronics,Rigid cardboard box,Yes,Contains aluminium and adhesives,1.2343157220123724,62,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13093_YIN UIF,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,2.1109770092831845,73,93.33,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Eco NAME_13094_7VS DXA,Cosmetics,Plastic bottle (HDPE),No,Contains hemp and minor additives,5.808656228083802,189,21.603,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_13095_MWU F3R,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and colorants,1.424768399547813,58,75.971,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13096_4GK ESV,Furniture,Corrugated cardboard,No,Contains organic cotton and binders,4.64705052366856,204,51.533,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13097_B5K UTO,Cosmetics,Plastic bottle (HDPE),No,Contains hemp and minor additives,5.74973565893258,185,19.104,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13098_LQB U4D,Electronics,Rigid cardboard box,No,Contains organic cotton and eco resin,6.112663399978471,196,25.352,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13099_YSC DD0,Daily-use,Aluminum,Yes,Contains steel and binders,2.234652642311957,107,73.572,Medium,Switch to recycled metal containers with minimal processing waste.
Renew NAME_13100_REM J4S,Electronics,Rigid cardboard box,Yes,Contains organic cotton and binders,1.4881209950362206,61,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13101_UZ1 XKH,Daily-use,Aluminum,Yes,Contains recycled wood and eco resin,1.8241046640115155,92,73.094,Medium,Switch to recycled metal containers with minimal processing waste.
Green NAME_13102_JOL 1CA,Cosmetics,Plastic bottle (HDPE),No,Contains aluminium and binders,5.72354957926547,196,21.645,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13103_763 56J,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and starch base,2.4648979534757203,90,64.196,Medium,Switch to recycled metal containers with minimal processing waste.
Lite NAME_13104_FLZ 2GE,Electronics,Rigid cardboard box,Yes,Contains glass and colorants,2.104729631975446,120,88.557,High,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13105_O4K W0D,Electronics,Rigid cardboard box,Yes,Contains organic cotton and colorants,-0.115176273,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_13106_CO7 S1Z,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,1.5797398683581862,68,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13107_8FI 33G,Food,Laminated foil pouch,No,Contains aluminium and starch base,4.344546599606145,144,26.167,Low,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_13108_2M5 HZO,Food,Laminated foil pouch,Yes,Contains hemp and colorants,1.9224930269289664,93,60.444,Medium,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13109_QJO ZG4,Furniture,Corrugated cardboard,Yes,Contains organic cotton and starch base,2.9594286975925126,74,92.94,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Plus NAME_13110_FEV IHH,Electronics,Rigid cardboard box,Yes,Contains hemp and binders,1.6772242933486887,62,98.574,High,Use recycled glass containers that are reusable and easily recyclable.
Prime NAME_13111_7C6 CN1,Furniture,Corrugated cardboard,Yes,Contains hemp and minor additives,3.5080527944792115,111,85.17,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_13112_ACJ SNH,Electronics,Rigid cardboard box,Yes,Contains bamboo and colorants,2.384165106298209,107,95.523,High,Switch to recycled metal containers with minimal processing waste.
Plus NAME_13113_HF0 5D2,Furniture,Corrugated cardboard,Yes,Contains bamboo and starch base,3.672311670661433,114,85.379,High,Use uncoated recycled paper with eco-friendly printing inks.
Urban NAME_13114_MS8 1P1,Electronics,Rigid cardboard box,Yes,Contains aluminium and eco resin,1.6294820804234016,93,93.141,High,Switch to recycled metal containers with minimal processing waste.
Plus NAME_13115_21S DHT,Electronics,Rigid cardboard box,Yes,Contains recycled wood and colorants,0.8674677214950959,54,100,High,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_13116_VPJ ZG8,Electronics,Rigid cardboard box,No,Contains aluminium and minor additives,6.361013989658369,176,25.849,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13117_LR6 N5O,Furniture,Corrugated cardboard,Yes,Contains bioplastic and adhesives,3.846988042335498,112,88.58,High,Use uncoated recycled paper with eco-friendly printing inks.
Green NAME_13118_F44 VWL,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,8.874118554165731,196,62.121,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Plus NAME_13119_5ZA B33,Furniture,Corrugated cardboard,No,Contains bioplastic and adhesives,4.760511261408911,188,52.458,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13120_JUH HGF,Food,Laminated foil pouch,Yes,Contains bamboo and adhesives,1.7870297541035642,101,62.709,Medium,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13121_KE2 WTP,Daily-use,Plastic bottle (HDPE),No,Contains aluminium and binders,5.725063486983348,182,18.906,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13122_C5W 8OP,Electronics,Rigid cardboard box,No,Contains aluminium and colorants,3.799872873646004,161,38.387,Low,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_13123_TCH X32,Electronics,Rigid cardboard box,Yes,Contains hemp and binders,1.1317514148718342,60,99.113,High,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_13124_V3R 8ME,Electronics,Rigid cardboard box,Yes,Contains bioplastic and minor additives,2.0937637128192708,93,95.878,High,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13125_5XL CH4,Daily-use,Bamboo,Yes,Contains organic cotton and minor additives,0.2816514939539066,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_13126_JEH MU7,Daily-use,Plastic,Yes,Contains hemp and binders,2.7661673061773047,114,58.919,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_13127_Y8P KP0,Electronics,Rigid cardboard box,Yes,Contains recycled wood and colorants,2.8694770377560985,113,87.453,High,Use eco-friendly packaging alternatives made from renewable materials.
Mini NAME_13128_TRA U40,Electronics,Rigid cardboard box,No,Contains organic cotton and starch base,5.613879810307435,173,27.288,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13129_MEY 397,Electronics,Rigid cardboard box,Yes,Contains glass and adhesives,0.7140925496761438,58,100,High,Use recycled glass containers that are reusable and easily recyclable.
Craft NAME_13130_NNV 7O8,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and colorants,2.5949223932393664,123,65.197,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_13131_0JS F89,Daily-use,Aluminum,Yes,Contains glass and adhesives,9.21757835275411,196,47.341,Low,Replace with recycled aluminum that saves 90% of energy during production.
Eco NAME_13132_ABI YO9,Daily-use,Plastic,Yes,Contains hemp and eco resin,2.299018892775187,122,59.955,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_13133_X1O 3WN,Furniture,Corrugated cardboard,No,Contains glass and starch base,5.176181003949044,201,49.932,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13134_BT2 DIK,Food,Laminated foil pouch,Yes,Contains bioplastic and adhesives,0.3924668210639502,31,70.919,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Urban NAME_13135_3RJ ONQ,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,2.4223102116424555,78,97.642,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Renew NAME_13136_PB6 KXG,Food,Laminated foil pouch,No,Contains bioplastic and eco resin,5.819130253225991,183,19.012,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13137_QNB EGW,Daily-use,Plastic bottle (HDPE),No,Contains steel and adhesives,6.180151006893418,191,21.092,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_13138_OWM MOB,Daily-use,Aluminum,Yes,Contains steel and minor additives,1.5133338895030162,91,71.598,Medium,Switch to recycled metal containers with minimal processing waste.
Mini NAME_13139_VVA QPP,Daily-use,Bamboo,Yes,Contains recycled wood and adhesives,0.4899189312799116,31,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Renew NAME_13140_Z7O CK5,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and colorants,8.95766335995029,180,45.906,Low,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_13141_0PM C23,Daily-use,Plastic bottle (HDPE),Yes,Contains aluminium and eco resin,0.8092559320824498,56,73.063,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13142_U38 C5F,Furniture,Corrugated cardboard,No,Contains organic cotton and binders,4.64705052366856,204,51.533,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13143_WWJ 5QG,Furniture,Corrugated cardboard,Yes,Contains aluminium and colorants,3.107761422165776,100,94.344,High,Use uncoated recycled paper with eco-friendly printing inks.
Green NAME_13144_DLF TV6,Electronics,Rigid cardboard box,Yes,Contains organic cotton and adhesives,2.33275809132265,97,92.239,High,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13145_D5S WOA,Food,Laminated foil pouch,Yes,Contains bamboo and binders,0.8626248733554585,61,67.065,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_13146_5EX Y9B,Daily-use,Plastic,Yes,Contains organic cotton and starch base,2.776283814487527,120,61.197,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13147_XR7 1DB,Furniture,Corrugated cardboard,Yes,Contains recycled wood and adhesives,2.8225771999453206,78,93.892,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Mini NAME_13148_KXS 593,Food,Laminated foil pouch,Yes,Contains aluminium and eco resin,0.6046366230411611,53,68.946,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_13149_594 0JJ,Electronics,Rigid cardboard box,Yes,Contains steel and binders,1.2038762844563933,59,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13150_3K6 S79,Food,Laminated foil pouch,Yes,Contains bamboo and minor additives,0.7351599455094879,31,73.815,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Prime NAME_13151_B8K QE8,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and minor additives,6.208292351232264,185,21.385,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13152_945 F20,Food,Laminated foil pouch,Yes,Contains recycled wood and minor additives,1.5923675536122668,103,58.669,Medium,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13153_1R1 KX3,Food,Laminated foil pouch,Yes,Contains organic cotton and minor additives,2.1976869514704047,100,62.577,Medium,Switch to recycled metal containers with minimal processing waste.
Smart NAME_13154_DIA ELM,Food,Laminated foil pouch,No,Contains organic cotton and binders,5.948227455249556,174,18.423,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13155_1EX WMZ,Daily-use,Plastic bottle (HDPE),Yes,Contains steel and starch base,0.7578106743841769,65,72.725,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13156_33U BYA,Electronics,Rigid cardboard box,No,Contains hemp and adhesives,3.9245450492623046,136,36.831,Low,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13157_7AH BZ6,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and adhesives,2.892494636563673,110,62.677,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_13158_USK KRA,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and starch base,1.1123622245302678,65,70.381,Medium,Use recycled glass containers that are reusable and easily recyclable.
Green NAME_13159_23D EQ9,Food,Laminated foil pouch,Yes,Contains hemp and binders,1.021115287290105,48,68.526,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Green NAME_13160_534 5QK,Electronics,Rigid cardboard box,Yes,Contains hemp and adhesives,1.8629622914048507,94,95.387,High,Switch to recycled metal containers with minimal processing waste.
Urban NAME_13161_Z8K B12,Electronics,Rigid cardboard box,Yes,Contains glass and colorants,9.46501665595034,190,60.76,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_13162_WH1 XHJ,Furniture,Corrugated cardboard,Yes,Contains glass and minor additives,2.103261871569499,74,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13163_HL9 DJ7,Electronics,Rigid cardboard box,Yes,Contains hemp and binders,8.845616730645219,208,65.57,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Plus NAME_13164_CHA IS8,Food,Laminated foil pouch,No,Contains steel and colorants,6.4255863668145485,167,16.607,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13165_QMQ Z6E,Furniture,Corrugated cardboard,No,Contains steel and colorants,5.168446915907583,202,51.402,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13166_BEH MKF,Furniture,Corrugated cardboard,No,Contains organic cotton and binders,4.709033658473448,189,47.606,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13167_803 9D3,Electronics,Rigid cardboard box,Yes,Contains steel and starch base,2.6522923050090728,113,88.292,High,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_13168_JRQ TDW,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and minor additives,1.2183468543494158,56,70.707,Medium,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_13169_NFW 4DO,Electronics,Rigid cardboard box,Yes,Contains bioplastic and binders,0.348504045386649,46,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_13170_LCZ DZZ,Food,Laminated foil pouch,Yes,Contains bamboo and minor additives,0.9881294658083728,59,66,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_13171_K0A GXM,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and adhesives,1.6074002781824337,109,64.199,Medium,Switch to recycled metal containers with minimal processing waste.
Craft NAME_13172_6HR LGL,Furniture,Corrugated cardboard,Yes,Contains recycled wood and starch base,2.943850711633881,77,93.067,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Prime NAME_13173_Z7X U79,Cosmetics,Plastic bottle (HDPE),No,Contains hemp and starch base,4.346983523562432,162,27.859,Low,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_13174_KGS WEO,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,3.631322989392699,120,83.623,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_13175_SKX LSF,Daily-use,Aluminum,Yes,Contains bamboo and starch base,8.752899539550045,190,51.336,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Plus NAME_13176_B2U UN5,Electronics,Rigid cardboard box,Yes,Contains steel and eco resin,1.4770552899131877,57,100,High,Use recycled glass containers that are reusable and easily recyclable.
Mini NAME_13177_BY8 674,Daily-use,Paper wrap,Yes,Contains bioplastic and starch base,0.5329312988027033,51,99.605,High,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_13178_3C7 LVQ,Daily-use,Aluminum,Yes,Contains steel and colorants,2.4917890353042527,95,71.039,Medium,Switch to recycled metal containers with minimal processing waste.
Lite NAME_13179_0MZ 2S2,Food,Laminated foil pouch,Yes,Contains glass and starch base,0.7055246485705811,45,68.944,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Urban NAME_13180_JLL JWI,Food,Laminated foil pouch,Yes,Contains glass and eco resin,8.707358294360025,217,40.386,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_13181_VP7 307,Electronics,Rigid cardboard box,Yes,Contains hemp and starch base,0.99222854875345,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Green NAME_13182_D5J H8J,Electronics,Rigid cardboard box,Yes,Contains organic cotton and colorants,9.081215148793529,208,64.788,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Lite NAME_13183_5FY J68,Electronics,Rigid cardboard box,No,Contains hemp and eco resin,3.504459331680196,144,35.86,Low,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_13184_ZSR LQS,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and binders,6.243658542134105,180,21.395,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13185_BM5 IP8,Food,Laminated foil pouch,Yes,Contains steel and binders,0.6866828816973012,56,69.007,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13186_D5C 2CC,Food,Laminated foil pouch,No,Contains bamboo and adhesives,6.078597440799281,165,17.683,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13187_IDM 68V,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,1.4218189743374512,56,100,High,Use recycled glass containers that are reusable and easily recyclable.
Mini NAME_13188_9ZF O01,Cosmetics,Plastic bottle (HDPE),Yes,Contains glass and minor additives,0.0827209800407023,27,76.665,High,Adopt bamboo-based packaging that is compostable and renewable.
Urban NAME_13189_6LP OCO,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and minor additives,2.810668614542549,112,64.725,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13190_RQU XI8,Electronics,Rigid cardboard box,No,Contains bioplastic and adhesives,3.76730764117944,163,36.606,Low,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_13191_2OH 6GH,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and eco resin,0.1194661257831381,27,77.857,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_13192_NW3 V3J,Daily-use,Plastic,Yes,Contains bioplastic and binders,2.3042373226875648,124,61.438,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_13193_2JZ 0VN,Daily-use,Aluminum,Yes,Contains bioplastic and minor additives,2.211893680866091,97,73.236,Medium,Switch to recycled metal containers with minimal processing waste.
Smart NAME_13194_F9T N6M,Electronics,Rigid cardboard box,Yes,Contains steel and colorants,0.6673602926574151,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_13195_H7N AW9,Daily-use,Aluminum,Yes,Contains glass and minor additives,2.4959146754331365,104,71.481,Medium,Switch to recycled metal containers with minimal processing waste.
Green NAME_13196_1SF NE0,Electronics,Rigid cardboard box,Yes,Contains aluminium and adhesives,1.565595396838178,62,99.314,High,Use recycled glass containers that are reusable and easily recyclable.
Smart NAME_13197_D2X 7MF,Daily-use,Plastic,Yes,Contains organic cotton and eco resin,2.905017265854876,111,61.995,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13198_7U1 OXE,Food,Laminated foil pouch,No,Contains bamboo and starch base,6.127466489736804,188,18.187,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13199_I8X 4BA,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and adhesives,9.07501269750786,219,45.228,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_13200_Z6F CFJ,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and eco resin,1.5835275329234375,56,70.791,Medium,Use recycled glass containers that are reusable and easily recyclable.
Green NAME_13201_O4E QOX,Daily-use,Paper wrap,Yes,Contains steel and binders,0.5978159382019819,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Craft NAME_13202_AV7 G0K,Cosmetics,Plastic bottle (HDPE),No,Contains aluminium and starch base,4.049213267127355,158,29.433,Low,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_13203_X7N ADE,Electronics,Rigid cardboard box,Yes,Contains steel and eco resin,1.689720284177619,96,91.081,High,Switch to recycled metal containers with minimal processing waste.
Eco NAME_13204_T0W YWA,Cosmetics,Plastic bottle (HDPE),No,Contains steel and binders,5.753365368811648,186,18.263,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13205_ID9 PSW,Food,Laminated foil pouch,Yes,Contains glass and starch base,2.3499682184961075,128,58.828,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_13206_V7Q SNV,Food,Laminated foil pouch,Yes,Contains recycled wood and minor additives,0.738472002953892,53,68.251,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_13207_RDU YIX,Daily-use,Aluminum,Yes,Contains steel and minor additives,1.8717690913100435,103,69.151,Medium,Switch to recycled metal containers with minimal processing waste.
Plus NAME_13208_521 L0O,Electronics,Rigid cardboard box,Yes,Contains bamboo and colorants,2.27176431657231,92,89.589,High,Switch to recycled metal containers with minimal processing waste.
Eco NAME_13209_F8R GM2,Electronics,Rigid cardboard box,No,Contains aluminium and starch base,3.6329210871932895,137,38.685,Low,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_13210_MY7 MAC,Electronics,Rigid cardboard box,Yes,Contains glass and adhesives,0.3277243269785101,53,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_13211_5EW 75E,Daily-use,Plastic bottle (HDPE),No,Contains hemp and starch base,5.811969266929187,190,20.024,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13212_II5 IUQ,Daily-use,Plastic,No,Contains bioplastic and binders,4.36837812775892,136,25.27,Low,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_13213_92U YNE,Food,Laminated foil pouch,Yes,Contains steel and starch base,0.7287520788740179,61,69.063,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13214_IE0 UJR,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,2.4020890230157224,110,60.009,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_13215_LJM KYM,Electronics,Rigid cardboard box,Yes,Contains bamboo and minor additives,0.7367440175605942,56,100,High,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_13216_SG1 IJ2,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and binders,0.8965346008051477,47,74.05,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_13217_ZGR BKQ,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and minor additives,1.3844613402083883,57,74.329,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13218_FOJ ITH,Daily-use,Plastic bottle (HDPE),Yes,Contains aluminium and eco resin,0.8092559320824498,56,73.063,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13219_X9T 72J,Electronics,Rigid cardboard box,Yes,Contains organic cotton and eco resin,1.0326270066303578,50,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_13220_MNU 6FF,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,2.035578641396267,98,94.072,High,Switch to recycled metal containers with minimal processing waste.
Eco NAME_13221_IVQ HYX,Daily-use,Plastic bottle (HDPE),Yes,Contains steel and eco resin,1.2107131919580958,54,71.922,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13222_YTA BYY,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,1.6693794994583453,75,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13223_G8Y YIX,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and starch base,2.656704270030789,115,62.847,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_13224_WSW AV2,Electronics,Rigid cardboard box,Yes,Contains aluminium and starch base,0.7882701746247955,56,100,High,Use recycled glass containers that are reusable and easily recyclable.
Renew NAME_13225_NQI UUZ,Electronics,Rigid cardboard box,Yes,Contains glass and eco resin,2.8512404140377896,108,88.943,High,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_13226_UB6 KIT,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and adhesives,8.580986502610546,188,44.218,Low,Replace with recycled aluminum that saves 90% of energy during production.
Renew NAME_13227_ROZ KM0,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and minor additives,8.598796638033797,185,45.724,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_13228_WM4 BYK,Food,Laminated foil pouch,Yes,Contains steel and starch base,0.5309871891736149,47,67.234,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_13229_8ZL BYZ,Electronics,Rigid cardboard box,Yes,Contains steel and colorants,0.6673602926574151,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Eco NAME_13230_6TC 73T,Electronics,Rigid cardboard box,No,Contains bamboo and eco resin,5.828225931730077,168,31.719,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13231_UR8 LFT,Daily-use,Plastic bottle (HDPE),No,Contains organic cotton and binders,5.559136869834042,180,21.157,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_13232_NJQ 47E,Electronics,Rigid cardboard box,Yes,Contains bamboo and adhesives,0.2527230522163003,29,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Lite NAME_13233_ZQU QLU,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and binders,2.979083539406281,123,65.62,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_13234_5JO A33,Furniture,Corrugated cardboard,No,Contains organic cotton and colorants,5.455459778671632,200,50.845,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13235_XA7 LP2,Electronics,Rigid cardboard box,No,Contains steel and adhesives,6.3079849832242685,184,27.436,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_13236_09C 0SR,Electronics,Rigid cardboard box,Yes,Contains organic cotton and binders,0.4371924618501795,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_13237_6ZN TWX,Food,Laminated foil pouch,Yes,Contains steel and adhesives,2.841724557102184,119,60.545,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_13238_WT5 3T4,Food,Laminated foil pouch,Yes,Contains organic cotton and starch base,2.127709330704622,97,60.879,Medium,Switch to recycled metal containers with minimal processing waste.
Smart NAME_13239_928 ZRD,Daily-use,Plastic bottle (HDPE),No,Contains bamboo and binders,5.92600026262967,183,20.064,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13240_QPV RPZ,Daily-use,Glass,Yes,Contains glass and adhesives,1.604403240681572,59,97.681,High,Use recycled glass containers that are reusable and easily recyclable.
Urban NAME_13241_1OT WE3,Daily-use,Bamboo,Yes,Contains glass and minor additives,-0.085191043,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Eco NAME_13242_C2M WEY,Furniture,Corrugated cardboard,No,Contains aluminium and binders,4.774942146927236,196,49.956,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_13243_6WE J7A,Cosmetics,Plastic bottle (HDPE),No,Contains steel and minor additives,5.640698700893505,194,17.868,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
